,location,total_sqft,bath,price,bhk,encoded_loc
5134,Hennur Road,1232.0,2,66.0,2,96
5135,others,1075.0,2,55.0,2,230
5136,Gubbalala,1205.0,2,70.0,2,84
5137,Rayasandra,1179.0,2,55.0,3,189
5138,Kodigehaali,1013.0,2,51.0,2,139
5139,Uttarahalli,1160.0,2,40.6,2,216
5140,7th Phase JP Nagar,1200.0,2,62.5,2,6
5141,others,1200.0,3,99.0,3,230
5142,Marathahalli,1065.0,2,55.0,2,161
5143,Lakshminarayana Pura,1395.0,2,75.0,2,153
5144,others,1007.0,2,43.0,2,230
5145,Kengeri,1436.0,2,55.0,3,135
5146,others,4250.0,6,150.0,6,230
5147,Kengeri,1200.0,2,58.0,2,135
5148,Mysore Road,940.0,2,43.61,2,166
5149,KR Puram,4300.0,6,175.0,6,115
5150,Dodda Nekkundi,1829.0,3,125.0,3,67
5151,others,1000.0,2,60.0,2,230
5152,others,5720.0,3,350.0,3,230
5153,Hebbal,1390.0,2,95.0,2,92
5154,Lakshminarayana Pura,1500.0,3,104.0,3,153
5155,Vijayanagar,2047.0,3,136.0,3,220
5156,Jakkur,1202.0,2,79.0,2,110
5157,others,1012.0,2,59.0,2,230
5158,Gunjur,2132.0,3,80.0,3,85
5159,Whitefield,605.0,1,40.0,1,224
5160,Harlur,1331.0,2,88.0,2,91
5161,Margondanahalli,1200.0,2,69.0,2,162
5162,others,1280.0,2,49.0,3,230
5163,Balagere,1007.0,2,62.0,2,25
5164,Thanisandra,1370.0,2,61.0,3,209
5165,others,925.0,2,35.0,2,230
5166,TC Palaya,1500.0,2,75.0,2,207
5167,Hennur Road,1341.0,2,95.0,2,96
5168,others,1350.0,2,47.25,3,230
5169,Tumkur Road,992.0,2,60.0,2,214
5170,Uttarahalli,1163.0,2,68.0,2,216
5171,Sarjapur  Road,1229.0,2,70.0,2,194
5172,others,600.0,2,39.0,2,230
5173,Electronic City Phase II,1219.0,2,61.26,2,75
5174,Raja Rajeshwari Nagar,1525.0,2,99.13,3,184
5175,Kasavanhalli,1147.0,2,60.0,2,130
5176,Akshaya Nagar,1412.0,2,88.0,3,11
5177,Sarjapur  Road,1044.0,2,34.77,2,194
5178,Nagarbhavi,1190.0,2,63.0,2,169
5179,others,1240.0,2,65.0,3,230
5180,Jigani,1352.0,3,65.0,3,113
5181,others,1100.0,2,55.0,2,230
5182,Uttarahalli,1330.0,2,39.9,3,216
5183,others,1700.0,3,111.0,3,230
5184,Electronic City,1355.0,2,67.0,2,74
5185,Ramamurthy Nagar,1200.0,2,46.0,2,188
5186,Kengeri,400.0,2,25.0,1,135
5187,Sarjapur  Road,1342.0,2,70.0,2,194
5188,Begur Road,1615.0,3,50.87,3,39
5189,others,1340.0,2,65.0,2,230
5190,Devanahalli,1080.0,2,52.0,2,65
5191,Hennur Road,2700.0,3,150.0,3,96
5192,others,1780.0,3,110.0,3,230
5193,Amruthahalli,1605.0,3,65.0,3,14
5194,Kammanahalli,1200.0,2,80.0,2,124
5195,Margondanahalli,900.0,2,49.0,2,162
5196,Sarjapur,1830.0,3,88.0,3,193
5197,others,1800.0,4,68.0,5,230
5198,Uttarahalli,1065.0,2,42.59,2,216
5199,others,900.0,2,65.0,3,230
5200,others,946.0,2,45.0,2,230
5201,Laggere,1500.0,1,60.0,1,152
5202,Sarjapur  Road,1711.0,3,110.0,3,194
5203,Kudlu Gate,1656.0,3,80.0,3,148
5204,Uttarahalli,1075.0,2,46.76,2,216
5205,Harlur,1752.12,3,133.0,3,91
5206,others,1540.0,3,85.0,3,230
5207,LB Shastri Nagar,665.0,1,32.0,1,151
5208,Sector 2 HSR Layout,1665.0,3,110.0,3,196
5209,Electronics City Phase 1,1145.0,2,54.0,2,76
5210,Whitefield,1185.0,2,41.0,2,224
5211,Marathahalli,1693.0,3,125.0,3,161
5212,Uttarahalli,1155.0,2,40.6,2,216
5213,others,1610.0,2,64.4,3,230
5214,Whitefield,1200.0,3,56.58,3,224
5215,EPIP Zone,1709.0,3,80.0,3,73
5216,Gottigere,1400.0,2,50.0,3,82
5217,KR Puram,1200.0,2,42.0,2,115
5218,others,1439.0,3,57.23,3,230
5219,Kasavanhalli,1375.0,2,72.0,2,130
5220,Vijayanagar,1200.0,2,75.0,3,220
5221,Yelahanka,1315.0,2,75.0,2,226
5222,Yelahanka,3600.0,6,200.0,6,226
5223,Vijayanagar,1178.0,2,82.0,2,220
5224,Bannerghatta Road,1430.0,3,59.0,3,34
5225,Mahadevpura,1400.0,2,65.8,3,156
5226,Thanisandra,1093.0,2,72.0,2,209
5227,Horamavu Banaswadi,1200.0,2,45.0,2,99
5228,Magadi Road,5000.0,6,360.0,5,155
5229,Whitefield,2210.0,3,156.0,3,224
5230,Uttarahalli,1150.0,2,70.0,2,216
5231,others,1435.0,2,60.0,3,230
5232,Whitefield,1173.0,2,78.2,2,224
5233,Thanisandra,1140.0,2,39.0,2,209
5234,others,1717.0,3,120.0,3,230
5235,Mallasandra,1325.0,2,65.0,2,158
5236,Hoodi,1370.0,3,67.0,3,97
5237,others,1409.0,2,62.0,3,230
5238,Bellandur,1200.0,2,52.0,2,40
5239,Thanisandra,1200.0,2,53.5,2,209
5240,Whitefield,1740.0,4,130.0,3,224
5241,Hennur Road,1232.0,2,88.0,2,96
5242,Chandapura,1200.0,2,36.0,2,55
5243,others,1250.0,2,50.0,2,230
5244,Bommanahalli,2100.0,4,85.0,4,47
5245,5th Phase JP Nagar,552.0,1,23.5,1,4
5246,Uttarahalli,1065.0,2,42.59,3,216
5247,others,1225.0,2,65.0,2,230
5248,Padmanabhanagar,1067.0,2,52.0,2,178
5249,Sarjapur,1364.0,2,56.0,3,193
5250,others,1750.0,3,75.0,3,230
5251,Bannerghatta Road,1240.0,2,71.0,2,34
5252,Hulimavu,1200.0,2,75.0,2,105
5253,Kaggadasapura,1540.0,3,75.0,3,118
5254,others,1504.0,2,102.0,3,230
5255,others,1116.0,2,49.8,2,230
5256,Hennur Road,2365.0,4,175.0,3,96
5257,Vijayanagar,864.0,2,45.0,2,220
5258,Hoskote,1069.0,2,38.0,3,103
5259,Hebbal,1333.0,2,100.0,2,92
5260,others,1800.0,4,145.0,4,230
5261,Thanisandra,1698.0,3,107.0,3,209
5262,JP Nagar,1275.0,2,43.6,3,109
5263,Raja Rajeshwari Nagar,1060.0,2,48.0,2,184
5264,Hennur,1160.0,2,49.0,2,95
5265,Sarjapur  Road,1484.0,2,65.0,3,194
5266,Hennur Road,1310.0,2,66.0,2,96
5267,others,3000.0,4,240.0,4,230
5268,Varthur,2145.0,3,165.0,3,217
5269,Jigani,1230.0,3,60.0,3,113
5270,Bommasandra Industrial Area,1310.0,2,37.83,3,49
5271,others,1150.0,2,60.0,2,230
5272,Munnekollal,1385.0,2,66.5,3,164
5273,Tumkur Road,1066.0,2,52.5,2,214
5274,Thanisandra,2293.0,3,80.26,3,209
5275,others,1625.0,3,92.0,3,230
5276,Raja Rajeshwari Nagar,3900.0,6,195.0,6,184
5277,7th Phase JP Nagar,1000.0,2,70.65,2,6
5278,Nagavarapalya,907.0,2,38.0,2,172
5279,Ulsoor,3500.0,4,138.0,4,215
5280,Varthur,1395.0,2,79.0,3,217
5281,others,1180.0,2,50.0,2,230
5282,Banaswadi,1903.0,6,140.0,5,31
5283,Electronic City,1175.0,2,47.0,2,74
5284,others,1272.0,2,51.5,2,230
5285,others,1490.0,2,92.0,3,230
5286,Yeshwanthpur,1144.0,2,67.0,2,229
5287,others,2400.0,5,140.0,4,230
5288,Hormavu,1143.0,2,53.0,2,100
5289,Karuna Nagar,2500.0,3,190.0,3,129
5290,others,1044.0,2,60.0,2,230
5291,Prithvi Layout,1352.0,3,93.0,2,181
5292,Hennur Road,1552.0,3,75.0,3,96
5293,Bellandur,1785.0,3,120.0,3,40
5294,Pai Layout,810.0,2,34.5,2,179
5295,Banashankari Stage V,1650.0,3,51.98,3,29
5296,others,1595.0,3,70.39,3,230
5297,Whitefield,1060.0,2,35.0,2,224
5298,Babusapalaya,1410.0,2,65.0,3,24
5299,Nagarbhavi,1523.0,2,56.0,3,169
5300,Kanakpura Road,1591.0,3,122.0,3,127
5301,others,1640.0,3,84.0,3,230
5302,Yelahanka New Town,450.0,1,16.0,1,227
5303,Bannerghatta Road,1305.0,2,60.0,3,34
5304,Yelahanka,1590.0,3,54.0,3,226
5305,Kaggadasapura,1240.0,2,45.0,2,118
5306,others,1200.0,2,54.0,2,230
5307,Dodda Nekkundi,1100.0,2,41.16,2,67
5308,Channasandra,1310.0,2,45.0,3,56
5309,others,959.0,2,42.5,2,230
5310,Yelahanka,1390.0,2,70.21,2,226
5311,Hulimavu,1590.0,2,46.0,2,105
5312,Kenchenahalli,1280.0,2,69.0,3,134
5313,Kasturi Nagar,1000.0,2,58.0,2,131
5314,Marathahalli,1196.0,2,57.9,2,161
5315,Sarjapur  Road,1220.0,3,57.0,3,194
5316,Ambalipura,950.0,2,31.95,2,12
5317,others,1141.0,2,55.0,2,230
5318,5th Phase JP Nagar,1200.0,2,51.0,2,4
5319,Kasavanhalli,1380.0,2,55.0,3,130
5320,Doddathoguru,855.0,2,32.0,2,70
5321,Chandapura,922.0,2,36.0,2,55
5322,others,1200.0,2,43.2,2,230
5323,7th Phase JP Nagar,1070.0,2,42.0,2,6
5324,others,1293.0,2,75.0,2,230
5325,R.T. Nagar,1380.0,2,50.0,3,182
5326,Yelahanka New Town,1599.0,3,80.0,3,227
5327,Nehru Nagar,967.0,2,41.1,2,174
5328,others,1885.0,3,90.0,3,230
5329,others,860.0,2,65.5,2,230
5330,Sarjapur  Road,1050.0,2,63.5,2,194
5331,Marathahalli,1595.0,3,88.0,3,161
5332,Sarjapur  Road,1350.0,2,102.0,2,194
5333,Hebbal,1204.0,2,45.0,2,92
5334,Sarjapur  Road,2990.0,4,240.0,4,194
5335,Sarjapur  Road,1035.0,2,49.0,2,194
5336,others,1000.0,2,29.95,2,230
5337,Sarjapur  Road,1457.0,3,85.0,3,194
5338,Bannerghatta,1100.0,2,66.0,2,33
5339,Whitefield,1655.0,3,120.0,3,224
5340,Kanakpura Road,1691.2,3,115.0,3,127
5341,Ramagondanahalli,1215.0,2,46.1,2,187
5342,Kanakpura Road,1660.0,2,50.125,2,127
5343,Hoodi,1639.0,3,129.0,3,97
5344,Sarjapur  Road,1685.0,3,135.0,3,194
5345,Hormavu,1100.0,2,38.0,2,100
5346,Marathahalli,2122.0,3,125.0,3,161
5347,others,1050.0,2,47.0,2,230
5348,Kengeri,1230.0,2,45.0,2,135
5349,5th Phase JP Nagar,1240.0,3,60.0,3,4
5350,Electronic City Phase II,1252.0,2,65.0,3,75
5351,others,1374.0,2,88.0,3,230
5352,8th Phase JP Nagar,500.0,1,30.0,1,7
5353,Banashankari,1040.0,2,45.0,2,26
5354,Sarjapur  Road,1350.0,2,68.0,2,194
5355,Hennur,2400.0,3,135.0,3,95
5356,Haralur Road,1560.0,3,90.0,3,90
5357,Anandapura,1151.0,2,43.16,2,15
5358,Uttarahalli,1360.0,2,47.59,3,216
5359,others,1250.0,2,60.0,2,230
5360,Hennur Road,1015.0,2,50.0,2,96
5361,Kadugodi,1351.0,2,78.0,3,117
5362,Yelahanka New Town,960.0,2,50.0,2,227
5363,others,1110.0,2,52.0,2,230
5364,R.T. Nagar,1680.0,3,72.0,3,182
5365,Arekere,2400.0,3,180.0,3,20
5366,others,1350.0,3,48.6,3,230
5367,Horamavu Banaswadi,1254.0,2,47.0,2,99
5368,CV Raman Nagar,1051.0,2,61.0,2,53
5369,Uttarahalli,1099.0,2,65.0,2,216
5370,Hebbal,2650.0,4,199.0,3,92
5371,others,2000.0,2,160.0,4,230
5372,Whitefield,1125.0,2,45.0,2,224
5373,Vittasandra,1650.0,3,85.0,3,223
5374,others,834.0,1,62.0,1,230
5375,Gollarapalya Hosahalli,1320.0,3,60.0,3,81
5376,Mysore Road,1500.0,3,74.0,3,166
5377,Kanakpura Road,1590.0,1,125.0,1,127
5378,Whitefield,1180.0,2,70.0,2,224
5379,Kadugodi,1010.0,2,50.0,2,117
5380,Channasandra,1070.0,2,38.0,2,56
5381,Choodasandra,1580.0,3,105.0,3,60
5382,Green Glen Layout,2000.0,3,165.0,3,83
5383,Sanjay nagar,1200.0,2,76.0,3,191
5384,Kalena Agrahara,1040.0,2,45.0,2,121
5385,Hulimavu,1430.0,2,90.0,3,105
5386,Thanisandra,1564.0,3,105.0,3,209
5387,Hormavu,750.0,2,58.0,2,100
5388,Kasavanhalli,1200.0,2,60.0,2,130
5389,Begur Road,1200.0,2,44.4,2,39
5390,others,2000.0,4,135.0,4,230
5391,Yelahanka,1650.0,3,105.0,3,226
5392,Yelahanka,1200.0,2,55.0,2,226
5393,Kengeri Satellite Town,985.0,2,42.0,2,136
5394,Ramagondanahalli,1475.0,2,63.0,3,187
5395,Sarjapur  Road,1157.0,2,53.99,3,194
5396,others,900.0,2,35.0,2,230
5397,Gottigere,2500.0,3,120.0,4,82
5398,GM Palaya,1030.0,2,60.0,2,78
5399,others,1000.0,2,46.0,2,230
5400,Kasavanhalli,4260.0,4,333.0,4,130
5401,Kudlu,1570.0,2,65.94,3,147
5402,Kanakapura,1283.0,2,68.0,2,126
5403,others,1200.0,2,52.0,2,230
5404,Konanakunte,2400.0,2,180.0,3,143
5405,Yelahanka,990.0,2,37.62,2,226
5406,others,1280.0,2,90.0,2,230
5407,others,1190.0,2,55.0,2,230
5408,Yelachenahalli,1100.0,2,60.0,2,225
5409,Harlur,1133.0,2,55.0,2,91
5410,Somasundara Palya,2400.0,3,140.0,4,202
5411,Whitefield,1280.0,2,69.0,2,224
5412,Horamavu Agara,1250.0,3,65.0,3,98
5413,Begur Road,1565.0,2,49.3,3,39
5414,others,1900.0,3,65.0,3,230
5415,Munnekollal,1080.0,2,45.0,2,164
5416,Battarahalli,600.0,1,47.0,1,37
5417,HRBR Layout,1335.0,2,87.0,3,88
5418,JP Nagar,5048.0,2,237.5,3,109
5419,Sarjapur  Road,1385.0,3,55.0,3,194
5420,others,1578.0,3,73.9,3,230
5421,Sarjapur  Road,1700.0,3,79.9,3,194
5422,Vidyaranyapura,1120.0,2,70.0,2,219
5423,Electronic City,435.0,1,22.0,1,74
5424,Magadi Road,1116.0,2,51.89,2,155
5425,Old Madras Road,1480.0,3,95.0,3,177
5426,Hormavu,1000.0,2,50.0,2,100
5427,HSR Layout,1145.0,2,46.0,2,89
5428,Bommasandra,800.0,1,32.0,2,48
5429,Thanisandra,1265.0,2,83.0,2,209
5430,Devanahalli,2425.0,3,88.2,3,65
5431,others,1475.0,2,70.0,2,230
5432,BTM 2nd Stage,1265.0,2,55.0,2,22
5433,Brookefield,1080.0,2,50.0,2,51
5434,Whitefield,2023.0,4,130.0,3,224
5435,others,2400.0,2,125.0,2,230
5436,Kadubeesanahalli,1545.0,2,66.0,3,116
5437,6th Phase JP Nagar,1350.0,2,58.0,3,5
5438,Hoodi,1108.0,2,74.23,2,97
5439,Marathahalli,1730.0,3,115.0,3,161
5440,others,1427.0,2,70.0,3,230
5441,Yelahanka,935.0,2,35.53,2,226
5442,Sarjapura - Attibele Road,1073.0,2,31.77,2,195
5443,Ananth Nagar,960.0,2,37.0,2,16
5444,Thigalarapalya,2215.0,4,150.0,3,210
5445,Electronic City Phase II,1125.0,2,32.49,2,75
5446,Brookefield,1230.0,2,55.0,2,51
5447,Mahadevpura,1438.0,2,89.0,2,156
5448,7th Phase JP Nagar,1080.0,2,75.0,2,6
5449,Uttarahalli,1590.0,3,58.0,3,216
5450,others,1350.0,3,68.0,3,230
5451,Raja Rajeshwari Nagar,1400.0,2,48.0,3,184
5452,Kaggadasapura,1560.0,2,72.0,3,118
5453,Mallasandra,1810.0,3,57.0,4,158
5454,others,2274.24,4,160.0,3,230
5455,Sonnenahalli,1484.0,3,74.18,3,204
5456,others,1455.0,2,55.0,3,230
5457,Thanisandra,2280.0,4,184.0,3,209
5458,Bharathi Nagar,1351.0,2,74.0,2,42
5459,Kanakpura Road,1223.0,2,42.81,3,127
5460,KR Puram,1430.0,2,61.0,3,115
5461,Sarjapur  Road,984.0,2,55.0,2,194
5462,Jalahalli,1770.0,3,100.0,3,111
5463,Margondanahalli,1140.0,2,60.0,2,162
5464,Bommanahalli,1170.0,2,34.0,2,47
5465,others,1570.0,3,80.0,3,230
5466,others,1495.0,2,65.0,3,230
5467,Hoodi,1530.0,2,67.0,3,97
5468,Gunjur,1800.0,3,70.0,3,85
5469,Bellandur,1088.0,2,48.0,2,40
5470,Hosa Road,1533.0,3,98.18,3,101
5471,Rachenahalli,1100.0,2,68.0,2,183
5472,Thubarahalli,1540.0,3,90.0,3,211
5473,Hebbal,1244.0,3,48.0,2,92
5474,Hosa Road,1040.0,2,68.59,2,101
5475,Begur Road,1260.0,2,39.69,2,39
5476,Thigalarapalya,1245.0,2,100.0,2,210
5477,others,1350.0,3,75.0,3,230
5478,Vijayanagar,920.0,2,60.0,2,220
5479,others,2300.0,7,160.0,6,230
5480,Yelahanka New Town,2095.0,3,109.0,4,227
5481,Begur Road,1100.0,2,71.42,2,39
5482,Vijayanagar,1019.0,2,58.0,2,220
5483,Harlur,1756.0,3,128.0,3,91
5484,Bommasandra,1280.0,3,50.0,3,48
5485,Whitefield,2134.0,4,118.0,3,224
5486,Hosa Road,1369.1,2,98.0,2,101
5487,others,2515.0,4,155.0,3,230
5488,Thigalarapalya,2215.0,4,154.0,3,210
5489,others,1440.0,3,72.0,3,230
5490,Hennur Road,1186.0,2,55.33,3,96
5491,Hebbal,1800.0,3,140.0,3,92
5492,Kudlu,1600.0,3,79.0,3,147
5493,GM Palaya,1000.0,2,35.0,2,78
5494,Kambipura,1082.0,2,45.5,3,123
5495,Nagarbhavi,1050.0,2,80.0,2,169
5496,others,1200.0,2,56.0,2,230
5497,Begur,3500.0,4,185.0,3,38
5498,Dasarahalli,1220.0,2,52.0,2,64
5499,Kanakapura,2130.0,4,120.0,4,126
5500,Harlur,1749.0,3,120.0,3,91
5501,Doddaballapur,1590.0,2,48.0,3,68
5502,others,1670.0,3,75.0,3,230
5503,Hennur Road,2264.0,3,168.0,3,96
5504,Begur,1100.0,2,55.0,2,38
5505,Chandapura,674.0,1,19.9,2,55
5506,Electronics City Phase 1,1125.0,2,65.0,2,76
5507,Nagavara,1125.0,2,44.5,2,171
5508,others,700.0,2,29.0,2,230
5509,BTM Layout,1300.0,2,75.0,3,23
5510,JP Nagar,1600.0,3,83.0,3,109
5511,Magadi Road,1052.0,2,60.0,3,155
5512,Devarachikkanahalli,1130.0,2,36.0,2,66
5513,Electronic City,1500.0,2,63.0,3,74
5514,Gottigere,1230.0,2,52.0,3,82
5515,Haralur Road,1520.0,2,85.0,3,90
5516,Kanakpura Road,525.0,1,26.25,1,127
5517,Hosa Road,1040.0,2,61.0,2,101
5518,others,1300.0,2,67.0,3,230
5519,Old Airport Road,2690.0,4,201.0,4,176
5520,Panathur,1140.0,2,51.2,2,180
5521,Nagavarapalya,646.0,1,25.84,1,172
5522,Kadugodi,1890.0,4,125.0,3,117
5523,Whitefield,1458.0,2,62.0,3,224
5524,Green Glen Layout,1970.0,3,160.0,3,83
5525,Whitefield,1808.0,4,80.0,3,224
5526,Balagere,1007.0,2,67.0,2,25
5527,Doddathoguru,1105.0,2,50.0,2,70
5528,Raja Rajeshwari Nagar,1170.0,2,50.0,2,184
5529,Chandapura,1080.0,2,45.0,2,55
5530,Kaggalipura,1150.0,2,62.0,3,119
5531,Ramamurthy Nagar,1200.0,2,57.9,2,188
5532,Kudlu Gate,1656.0,3,75.0,3,148
5533,KR Puram,1040.0,2,50.0,2,115
5534,Hosur Road,1085.0,2,33.7,2,104
5535,others,1215.0,2,49.75,3,230
5536,NRI Layout,2150.0,4,115.0,4,168
5537,Panathur,1210.0,2,77.0,2,180
5538,others,1050.0,2,55.0,2,230
5539,Malleshpalya,1421.0,2,90.0,2,159
5540,Old Madras Road,1425.0,2,74.31,3,177
5541,Budigere,1162.0,2,58.0,2,52
5542,Whitefield,905.0,1,60.0,1,224
5543,Sarjapur  Road,914.0,2,32.0,2,194
5544,others,1258.0,2,58.0,2,230
5545,Hormavu,3500.0,4,289.0,4,100
5546,Whitefield,1537.0,2,70.0,3,224
5547,Chikkalasandra,1230.0,2,53.51,3,59
5548,Hosur Road,2000.0,4,69.0,4,104
5549,Indira Nagar,3200.0,3,250.0,4,108
5550,Anjanapura,950.0,2,32.0,2,18
5551,Marathahalli,4000.0,4,200.0,4,161
5552,Yelahanka,1282.0,2,48.72,3,226
5553,Jakkur,1220.0,2,49.0,3,110
5554,7th Phase JP Nagar,1415.0,3,65.0,3,6
5555,Green Glen Layout,1728.0,3,125.0,3,83
5556,Yelahanka,3990.0,4,260.0,4,226
5557,Kasavanhalli,1495.0,2,83.0,2,130
5558,Yeshwanthpur,2501.0,3,138.0,3,229
5559,Kanakpura Road,381.0,1,28.0,1,127
5560,Hennur Road,2002.0,3,120.0,3,96
5561,others,3200.0,3,260.0,3,230
5562,Banjara Layout,1200.0,2,70.0,2,32
5563,Bommasandra,1942.0,3,90.0,3,48
5564,others,1450.0,3,90.0,3,230
5565,Electronic City,1039.0,2,50.0,2,74
5566,Old Madras Road,1210.0,2,80.0,2,177
5567,Yelahanka,1620.0,3,90.0,3,226
5568,Hebbal Kempapura,3408.0,3,260.0,3,93
5569,Marathahalli,1314.0,2,55.0,2,161
5570,Bisuvanahalli,945.0,2,33.0,2,46
5571,Nehru Nagar,1374.0,3,72.0,3,174
5572,Kanakpura Road,1603.0,3,113.0,3,127
5573,Kengeri,1230.0,2,52.0,3,135
5574,Basavangudi,670.0,1,50.0,1,35
5575,Sarjapur  Road,1864.0,3,105.0,4,194
5576,Hosa Road,2500.0,3,100.0,3,101
5577,Raja Rajeshwari Nagar,1625.0,2,54.0,3,184
5578,Whitefield,1186.0,2,55.0,2,224
5579,Electronic City,770.0,1,39.9,2,74
5580,Varthur,1085.0,2,45.0,2,217
5581,others,1893.0,3,115.0,3,230
5582,Kundalahalli,1496.0,2,78.0,3,150
5583,Electronics City Phase 1,1550.0,2,82.0,3,76
5584,Marathahalli,1200.0,2,58.17,3,161
5585,Electronic City Phase II,1286.0,2,69.0,2,75
5586,Hebbal,1860.0,3,95.0,3,92
5587,Haralur Road,1243.0,2,45.0,2,90
5588,Brookefield,1200.0,2,75.0,2,51
5589,Sarjapur,1044.0,2,32.0,2,193
5590,7th Phase JP Nagar,1040.0,2,41.59,2,6
5591,8th Phase JP Nagar,1125.0,2,36.94,2,7
5592,Subramanyapura,1278.0,2,59.0,3,205
5593,others,2400.0,6,98.0,6,230
5594,others,1250.0,2,43.0,2,230
5595,Vijayanagar,2400.0,6,125.0,5,220
5596,Lakshminarayana Pura,1210.0,2,75.0,2,153
5597,Sarjapur  Road,1157.0,2,57.84,3,194
5598,Raja Rajeshwari Nagar,1185.0,2,51.15,2,184
5599,Kalena Agrahara,1450.0,3,100.0,3,121
5600,Old Madras Road,1859.0,3,121.0,3,177
5601,Ramamurthy Nagar,1305.0,3,60.0,3,188
5602,Thanisandra,1165.5,1,35.285,1,209
5603,Kasavanhalli,5000.0,2,400.0,2,130
5604,Sarjapur  Road,1150.0,2,36.8,2,194
5605,Whitefield,1806.0,3,85.0,3,224
5606,Kudlu,1027.0,2,42.0,2,147
5607,Uttarahalli,1002.0,2,40.08,2,216
5608,Electronic City Phase II,1220.0,2,36.21,3,75
5609,Whitefield,1109.0,2,35.22,2,224
5610,Hennur Road,1232.0,2,69.6,2,96
5611,Kalyan nagar,1250.0,2,65.0,2,122
5612,Raja Rajeshwari Nagar,1255.0,2,53.87,2,184
5613,Akshaya Nagar,1434.0,3,84.0,3,11
5614,Doddathoguru,925.0,2,30.0,2,70
5615,Jakkur,1858.0,3,123.0,3,110
5616,others,1205.0,2,70.0,2,230
5617,others,1500.0,3,90.0,3,230
5618,Thanisandra,965.0,2,56.0,2,209
5619,Battarahalli,1636.0,2,82.89,2,37
5620,Whitefield,1216.0,2,67.0,2,224
5621,Yelahanka,654.0,1,36.25,1,226
5622,others,1190.0,2,41.0,2,230
5623,Budigere,1636.0,3,92.0,3,52
5624,Hennur Road,1195.0,2,73.0,2,96
5625,others,1250.0,2,67.0,2,230
5626,Whitefield,1452.0,3,90.0,3,224
5627,Thanisandra,1546.0,3,95.0,3,209
5628,others,2260.0,3,80.0,2,230
5629,others,2700.0,3,90.0,4,230
5630,JP Nagar,3000.0,3,150.0,4,109
5631,others,375.0,1,26.0,1,230
5632,Balagere,1007.0,2,66.0,2,25
5633,Kanakpura Road,1590.0,1,125.0,1,127
5634,Hennur Road,1020.0,2,47.0,2,96
5635,others,800.0,3,59.5,2,230
5636,Marathahalli,1125.0,2,55.0,2,161
5637,others,909.0,2,43.0,3,230
5638,others,1400.0,2,85.0,2,230
5639,Kadugodi,1152.0,2,61.0,2,117
5640,Subramanyapura,958.0,2,34.49,2,205
5641,Bellandur,1310.0,2,85.0,2,40
5642,Hosur Road,1590.0,2,126.0,3,104
5643,Green Glen Layout,1645.0,3,110.0,3,83
5644,others,1800.0,2,100.0,3,230
5645,Thanisandra,1087.0,1,38.535,1,209
5646,others,925.0,2,70.0,2,230
5647,Basavangudi,1542.14,3,120.0,3,35
5648,Thanisandra,1430.0,2,54.0,3,209
5649,Bommanahalli,1020.0,2,55.0,2,47
5650,Electronic City Phase II,1140.0,2,32.92,2,75
5651,Anekal,967.0,2,45.0,3,17
5652,Hebbal,2470.0,4,203.0,4,92
5653,others,850.0,1,35.5,2,230
5654,others,1100.0,2,32.0,2,230
5655,Thanisandra,1697.0,3,110.0,3,209
5656,Varthur,1250.0,2,47.0,2,217
5657,Gottigere,1120.0,2,50.0,2,82
5658,NRI Layout,1200.0,4,95.0,4,168
5659,Hennur Road,5100.0,6,375.0,5,96
5660,Hebbal,1200.0,2,52.0,2,92
5661,Devarachikkanahalli,1417.0,2,76.0,3,66
5662,Thanisandra,1492.0,3,88.0,3,209
5663,Devanahalli,1498.0,3,79.15,3,65
5664,Kundalahalli,1010.0,2,48.27,2,150
5665,Channasandra,1050.0,2,35.0,2,56
5666,Hegde Nagar,1847.0,3,125.0,3,94
5667,others,1200.0,2,55.0,2,230
5668,Bellandur,982.0,2,37.28,2,40
5669,Hegde Nagar,2144.6,4,145.0,3,94
5670,Kengeri,750.0,2,36.5,2,135
5671,Electronic City,919.0,2,35.0,2,74
5672,Budigere,1087.0,2,54.3,2,52
5673,others,1480.0,3,74.0,3,230
5674,Tindlu,1180.0,2,52.0,2,213
5675,Jigani,1221.0,3,65.0,3,113
5676,Thanisandra,2072.0,3,122.0,3,209
5677,Whitefield,1600.0,3,69.0,3,224
5678,Sahakara Nagar,2200.0,3,98.0,3,190
5679,Kaikondrahalli,1253.0,2,81.5,2,120
5680,Hennur Road,1061.0,2,54.92,2,96
5681,Marathahalli,1950.0,3,115.0,3,161
5682,Marathahalli,1250.0,2,68.0,2,161
5683,Hennur Road,1585.0,2,80.0,3,96
5684,Kammasandra,1015.0,2,37.0,2,125
5685,Marathahalli,1125.0,2,56.8,2,161
5686,Electronic City Phase II,1116.0,2,40.0,2,75
5687,Kasavanhalli,4000.0,4,325.0,4,130
5688,Old Madras Road,1300.0,2,100.0,2,177
5689,Raja Rajeshwari Nagar,1419.0,2,60.42,2,184
5690,others,1310.0,2,55.0,3,230
5691,Thigalarapalya,2072.0,4,152.0,3,210
5692,Kaggadasapura,1240.0,2,58.58,2,118
5693,Chamrajpet,1565.0,3,98.91,3,54
5694,Budigere,1820.0,3,89.0,3,52
5695,Gubbalala,2500.0,3,88.0,3,84
5696,Hosa Road,1245.0,2,62.0,2,101
5697,GM Palaya,1315.0,3,65.0,3,78
5698,Kenchenahalli,1410.0,2,73.0,3,134
